method,selection_rule,requested_coverage,actual_coverage,mean_confidence,mean_support,auroc,prauc,brier,slope,n,positives,prevalence
cbknn_10,support,1.0,1.0,0.6348158688949924,13.606365575150747,0.5666445043216572,0.1435743157101645,0.06836264263544914,5.64980861123326,738,41,0.05555555555555555
cbknn_10,combined,0.2,0.2005420054200542,0.6424567608213246,10.546631020629729,0.4354460093896714,0.04630719821282435,0.058097048213782074,-0.6107818940828618,148,6,0.04054054054054054
cbknn_10,combined,0.3,0.2994579945799458,0.6412804660580113,10.972749214798078,0.5056872037914693,0.057814149299884474,0.061166028578885125,1.4022858316244453,221,10,0.04524886877828054
cbknn_10,combined,0.4,0.3997289972899729,0.6407024055110292,11.33577769861383,0.545246568378241,0.060123519902374925,0.06256217963755169,4.709249919383079,295,14,0.04745762711864407
cbknn_10,combined,0.5,0.5,0.641793137942464,11.98474765515263,0.5511237733459955,0.05583878668778613,0.06320697496416748,5.436798033897231,369,18,0.04878048780487805
cbknn_10,combined,0.6,0.6002710027100271,0.6423150883541071,12.711741125233825,0.4991362556683222,0.04926507875839311,0.063873608772336,1.356590762287756,443,22,0.04966139954853273
cbknn_10,combined,0.7,0.7005420054200542,0.6410483851050351,13.036188514965877,0.5054833150556165,0.05326551916972526,0.06443129176806975,1.3521950663492992,517,26,0.05029013539651837
cbknn_10,combined,0.8,0.7994579945799458,0.6391539883908033,13.167869860560208,0.48678190137264865,0.05261022690505013,0.0629139336989151,1.380341772157078,590,28,0.04745762711864407
cbknn_10,combined,0.9,0.8997289972899729,0.63717450333621,13.271098101605851,0.5115017048456034,0.08160017695500701,0.06453837782183261,1.3631974567271363,664,33,0.04969879518072289
cbknn_10,combined,1.0,1.0,0.6348158688949924,13.606365575150747,0.5666445043216572,0.1435743157101645,0.06836264263544914,5.649808611233291,738,41,0.05555555555555555
cbknn_25,confidence,0.2,0.2005420054200542,0.6563251379243961,17.69798118501096,0.5669014084507042,0.07688018210019935,0.056035297607283825,7.751547384108402,148,6,0.04054054054054054
cbknn_25,confidence,0.3,0.2994579945799458,0.6504044839574109,16.353105110625876,0.6235207100591716,0.09103014074521414,0.06855464868785256,12.16832241693405,221,13,0.058823529411764705
cbknn_25,confidence,0.4,0.3997289972899729,0.646155654796523,15.75690510303691,0.5230952380952381,0.07257673916392848,0.06407315735770866,4.892790446110748,295,15,0.05084745762711865
cbknn_25,confidence,0.5,0.5,0.6428710783387187,15.283471359470026,0.569512862616311,0.09296315479061665,0.06832616049559295,6.677593715088537,369,21,0.056910569105691054
cbknn_25,confidence,0.6,0.6002710027100271,0.6402615265774987,14.792038514221225,0.4944936298855539,0.05852564640982548,0.06412889992134994,1.3580174759506578,443,22,0.04966139954853273
cbknn_25,confidence,0.7,0.7005420054200542,0.6381161555363195,14.445047715074548,0.46670047329276537,0.044999778533372684,0.062392382333323705,1.3909053622607048,517,24,0.04642166344294004
cbknn_25,confidence,0.8,0.7994579945799458,0.636275659209008,14.22331996822357,0.46779817117294914,0.0449452122912511,0.06223224578107926,1.3994981840081668,590,27,0.04576271186440678
cbknn_25,confidence,0.9,0.8997289972899729,0.6345436258167474,14.030028465785174,0.48422769199408855,0.0546458455017961,0.06304397550983498,1.3924348689622226,664,31,0.046686746987951805
cbknn_25,confidence,1.0,1.0,0.6323641116644326,14.01828685658411,0.5680092381985513,0.10005081835422154,0.0687601798773346,6.378651305956373,738,41,0.05555555555555555
cbknn_25,support,0.2,0.2005420054200542,0.627688632251012,9.550789709671124,0.5592705167173253,0.07242469808715861,0.06430351548969987,1.396593911931444,148,7,0.0472972972972973
cbknn_25,support,0.3,0.2994579945799458,0.6277999900117426,10.105930542190691,0.579140461215933,0.06595588668352262,0.06013610236684395,10.434516774295084,221,9,0.04072398190045249
cbknn_25,support,0.4,0.3997289972899729,0.6272963285375993,10.59542953048318,0.6183333333333333,0.11837989773946973,0.06647484017019442,17.679784821893836,295,15,0.05084745762711865
cbknn_25,support,0.5,0.5,0.627643432333603,11.053194962142282,0.5706885026737968,0.09459874861227792,0.06352728417166988,1.4100787189406248,369,17,0.04607046070460705
cbknn_25,support,0.6,0.6002710027100271,0.6282049445047648,11.515433422394315,0.5136842105263157,0.08664749536629054,0.07001519859994809,1.3075695115616852,443,25,0.056433408577878104
cbknn_25,support,0.7,0.7005420054200542,0.6289266770489759,11.985421561696775,0.5604861503674392,0.10069384847899125,0.06961313233186417,6.437999611979828,517,29,0.05609284332688588
cbknn_25,support,0.8,0.7994579945799458,0.6295042543370175,12.476810404324935,0.5774440998857516,0.10986739510619951,0.06937842853583444,8.704661111773586,590,33,0.05593220338983051
cbknn_25,support,0.9,0.8997289972899729,0.6303940955824071,13.069864494498955,0.57776008492569,0.0976377678691095,0.06818283720854469,7.999765326304067,664,36,0.05421686746987952
cbknn_25,support,1.0,1.0,0.6323641116644326,14.018286856584108,0.5680092381985513,0.10005081835422154,0.0687601798773346,6.378651305956328,738,41,0.05555555555555555
cbknn_25,combined,0.2,0.2005420054200542,0.6381123642034757,10.786458641322884,0.39671361502347413,0.04114308914587733,0.05872457572971178,-4.687579846426194,148,6,0.04054054054054054
cbknn_25,combined,0.3,0.2994579945799458,0.6375752096587538,11.27948207721451,0.5233766233766234,0.0818574639195637,0.06452616805405517,1.361036709587006,221,11,0.049773755656108594
cbknn_25,combined,0.4,0.3997289972899729,0.6369172758225574,11.606529683678836,0.5250954719039826,0.054552583139435534,0.06097115476880732,4.380417440867543,295,13,0.04406779661016949
cbknn_25,combined,0.5,0.5,0.6370542808602085,12.175604404175509,0.5272662889518414,0.048135359514781886,0.060478239606211674,5.405538838176459,369,16,0.04336043360433604
cbknn_25,combined,0.6,0.6002710027100271,0.638188383272441,13.17536465683586,0.49469645678176477,0.04833250342999887,0.06299430492082841,1.3816113595043331,443,21,0.04740406320541761
cbknn_25,combined,0.7,0.7005420054200542,0.6369645303676047,13.40820107460022,0.5163414634146342,0.05593961866227458,0.0637248582802663,1.3751810090114933,517,25,0.048355899419729204
cbknn_25,combined,0.8,0.7994579945799458,0.6356031821844371,13.560550535153535,0.4871227487860348,0.05372201392767132,0.06445355824273392,1.3669691185478134,590,29,0.04915254237288136
cbknn_25,combined,0.9,0.8997289972899729,0.6341177929588137,13.681562452732797,0.5124141574220813,0.07363309434591088,0.06495173499156341,1.3653586810608807,664,33,0.04969879518072289
cbknn_25,combined,1.0,1.0,0.6323641116644326,14.018286856584108,0.5680092381985513,0.10005081835422154,0.0687601798773346,6.378651305956472,738,41,0.05555555555555555
cbknn_50,confidence,0.2,0.2005420054200542,0.6474090682176072,17.75033792331412,0.6482142857142856,0.21371730801266034,0.0658802391235547,23.989348437714444,148,8,0.05405405405405406
cbknn_50,confidence,0.3,0.2994579945799458,0.6435486203059478,16.641216830581563,0.5337662337662337,0.056486852180457146,0.06371186272087351,9.745792806488662,221,11,0.049773755656108594
cbknn_50,confidence,0.4,0.3997289972899729,0.6406306880618357,16.041633162789424,0.45608292416803053,0.040191043059054306,0.06051817755287803,1.413691693537246,295,13,0.04406779661016949
cbknn_50,confidence,0.5,0.5,0.6383620989108652,15.439215300826199,0.48245320855614976,0.0461823529626451,0.06209754722850031,1.395486489099938,369,17,0.04607046070460705
cbknn_50,confidence,0.6,0.6002710027100271,0.6365329810503069,14.9698197861665,0.49503498081697134,0.04887294525756151,0.06318904836634767,1.3841206816987792,443,21,0.04740406320541761
cbknn_50,confidence,0.7,0.7005420054200542,0.634994023339071,14.698075094739519,0.4907031778228532,0.0524731682169952,0.06278509231535144,1.395501625129033,517,24,0.04642166344294004
cbknn_50,confidence,0.8,0.7994579945799458,0.6336321507730559,14.495512825804242,0.4669939989088925,0.04147371721850726,0.06150553101541707,1.420996927510448,590,26,0.04406779661016949
cbknn_50,confidence,0.9,0.8997289972899729,0.6323680649567093,14.320744514709496,0.5015542985272384,0.05320284506303191,0.06331157553574676,1.3958788600969094,664,31,0.046686746987951805
cbknn_50,confidence,1.0,1.0,0.6306891289377534,14.33160588679275,0.5789271092137034,0.09930663666519907,0.06900269336607064,8.961202793890333,738,41,0.05555555555555555
cbknn_50,support,0.2,0.2005420054200542,0.6280956006585667,9.78261309984568,0.5366071428571428,0.06893103324186238,0.06850419999568144,1.3300650984576143,148,8,0.05405405405405406
cbknn_50,support,0.3,0.2994579945799458,0.6281406050832313,10.343201776176555,0.5749475890985325,0.05890941046823257,0.06010142342620146,1.4702027101900998,221,9,0.04072398190045249
cbknn_50,support,0.4,0.3997289972899729,0.6276173220597291,10.838624144053055,0.624047619047619,0.114034523157662,0.06645835876788964,21.77245794652296,295,15,0.05084745762711865
cbknn_50,support,0.5,0.5,0.6278009400414972,11.301925500156432,0.5746991978609626,0.08903527665646584,0.06349977093562861,1.4100847968568688,369,17,0.04607046070460705
cbknn_50,support,0.6,0.6002710027100271,0.6280337562036178,11.772428694266496,0.5469371519490851,0.08600043432057572,0.06857484918260305,1.3296587181016928,443,24,0.05417607223476298
cbknn_50,support,0.7,0.7005420054200542,0.6284083347706052,12.252639233388107,0.5724279253815715,0.09869967186027855,0.06968503166688324,10.032113660263398,517,29,0.05609284332688588
cbknn_50,support,0.8,0.7994579945799458,0.6289294869660137,12.754971427028464,0.5912083129318317,0.11275684475288594,0.0694704636799867,12.909983582701686,590,33,0.05593220338983051
cbknn_50,support,0.9,0.8997289972899729,0.6294160679966638,13.359509669858289,0.5865180467091295,0.09697662726530398,0.06833879601061292,10.630598653728555,664,36,0.05421686746987952
cbknn_50,support,1.0,1.0,0.6306891289377535,14.33160588679275,0.5789271092137034,0.09930663666519907,0.06900269336607064,8.96120279389025,738,41,0.05555555555555555
cbknn_50,combined,0.2,0.2005420054200542,0.6352299804228926,10.906029054603062,0.45288753799392095,0.054293206190734716,0.06334546904679705,1.3842722358775765,148,7,0.0472972972972973
cbknn_50,combined,0.3,0.2994579945799458,0.6349171846472598,11.408767749518832,0.5047619047619047,0.07145458201514088,0.06489945693448627,1.362827323669753,221,11,0.049773755656108594
cbknn_50,combined,0.4,0.3997289972899729,0.634260853636081,11.796207568605068,0.5088339222614842,0.05274074585911749,0.05922095468523536,1.4611255036738666,295,12,0.04067796610169491
cbknn_50,combined,0.5,0.5,0.6347757190398714,12.518721210769197,0.4933155080213904,0.04854811550990995,0.06256573781968104,1.400829588291941,369,17,0.04607046070460705
cbknn_50,combined,0.6,0.6002710027100271,0.6349658314854185,13.374753886711517,0.4941322500564207,0.0545381567884578,0.06341282157186055,1.3854884121420445,443,21,0.04740406320541761
cbknn_50,combined,0.7,0.7005420054200542,0.6341458528909131,13.680360830166814,0.4878787878787879,0.04571563466932061,0.06046434886429595,1.4377316061469234,517,22,0.0425531914893617
cbknn_50,combined,0.8,0.7994579945799458,0.6331058142194913,13.848759142988818,0.5190239105046408,0.056787690514678885,0.06474924528117128,1.3710921511677603,590,29,0.04915254237288136
cbknn_50,combined,0.9,0.8997289972899729,0.6320419760515709,13.985057927872761,0.5258608269701772,0.07219961096117838,0.06521643109468878,1.3678775799055427,664,33,0.04969879518072289
cbknn_50,combined,1.0,1.0,0.6306891289377534,14.33160588679275,0.5789271092137034,0.09930663666519907,0.06900269336607064,8.961202793890196,738,41,0.05555555555555555
cbknn_100,confidence,0.2,0.2005420054200542,0.6405492371382251,17.343446680500698,0.5982142857142857,0.07093596385666653,0.06680627384798572,39.717321406994664,148,8,0.05405405405405406
cbknn_100,confidence,0.3,0.2994579945799458,0.638224796264042,16.628341625028067,0.549043062200957,0.10000306243419742,0.06729442258638048,22.49607578666262,221,12,0.05429864253393665
cbknn_100,confidence,0.4,0.3997289972899729,0.6364496603945518,15.926859905509625,0.46593797661413316,0.04413428255071353,0.06322754719736746,1.3836986188128795,295,14,0.04745762711864407
cbknn_100,confidence,0.5,0.5,0.6350970447516952,15.500276172193411,0.4396246458923513,0.04056843854012075,0.06083457882444334,1.4275790252135994,369,16,0.04336043360433604
cbknn_100,confidence,0.6,0.6002710027100271,0.6339311915540952,15.127360025942998,0.42575163398692806,0.03622901152635022,0.05928379798622435,1.4593499314875993,443,18,0.040632054176072234
cbknn_100,confidence,0.7,0.7005420054200542,0.6328861351627877,14.89729661602116,0.46620752984389346,0.04875562255491743,0.060635609336565144,1.4391534229458725,517,22,0.0425531914893617
cbknn_100,confidence,0.8,0.7994579945799458,0.6319500693178305,14.724705833131983,0.4885433715220949,0.04737903849263422,0.06171625474193419,1.4238774117570838,590,26,0.04406779661016949
cbknn_100,confidence,0.9,0.8997289972899729,0.6310409418270906,14.611047165318427,0.500788643533123,0.04950780238866229,0.06254034839036669,1.413194264899941,664,30,0.045180722891566265
cbknn_100,confidence,1.0,1.0,0.6298300988716401,14.646295169268845,0.5901599188158309,0.10207126608354938,0.0691354596205723,15.157505363898935,738,41,0.05555555555555555
cbknn_100,support,0.2,0.2005420054200542,0.6290379274289348,10.046340537892805,0.5491071428571428,0.07100452023797522,0.0683762512968381,1.3291438054467002,148,8,0.05405405405405406
cbknn_100,support,0.3,0.2994579945799458,0.6289747419173217,10.609989036014177,0.5849056603773585,0.060823182920085414,0.059986399550571536,1.467818081319557,221,9,0.04072398190045249
cbknn_100,support,0.4,0.3997289972899729,0.6285135107229214,11.108071331323204,0.6285714285714286,0.12663423720093547,0.0663566585618599,29.222779967687817,295,15,0.05084745762711865
cbknn_100,support,0.5,0.5,0.6284690468844021,11.573870308954865,0.6157932011331445,0.10006826402029548,0.06167941818362152,26.694189068203293,369,16,0.04336043360433604
cbknn_100,support,0.6,0.6002710027100271,0.6284821586157703,12.048461436014412,0.5667263325377884,0.09381634111871681,0.06850593737156692,1.3295187092948715,443,24,0.05417607223476298
cbknn_100,support,0.7,0.7005420054200542,0.6287349636081461,12.53527263877009,0.5907597535934292,0.1136727591546049,0.07085176612916103,19.574261202012156,517,30,0.058027079303675046
cbknn_100,support,0.8,0.7994579945799458,0.6289547448017433,13.045226350392326,0.6039932539034873,0.12090976465195022,0.06948425922914273,21.240025078472218,590,33,0.05593220338983051
cbknn_100,support,0.9,0.8997289972899729,0.6291748751706796,13.658110196256494,0.5840768998663736,0.0990822992109984,0.0693427677388886,15.40659271692495,664,37,0.05572289156626506
cbknn_100,support,1.0,1.0,0.6298300988716401,14.646295169268845,0.5901599188158309,0.10207126608354938,0.0691354596205723,15.157505363898682,738,41,0.05555555555555555
cbknn_100,combined,0.2,0.2005420054200542,0.6338508875383472,11.062785067139446,0.51875,0.1389453596137173,0.06775198526926877,1.3236540000461403,148,8,0.05405405405405406
cbknn_100,combined,0.3,0.2994579945799458,0.6334916067473759,11.646056368178373,0.47327044025157233,0.04756054180634675,0.05938077400849018,1.460034437687779,221,9,0.04072398190045249
cbknn_100,combined,0.4,0.3997289972899729,0.6329005873750501,12.03635987443439,0.4937261320240044,0.05651819372722469,0.06156892927868167,1.4234357548711862,295,13,0.04406779661016949
cbknn_100,combined,0.5,0.5,0.6331037576383725,12.768119028777612,0.48211756373937675,0.04655210885121183,0.06109245101701813,1.4311004151205378,369,16,0.04336043360433604
cbknn_100,combined,0.6,0.6002710027100271,0.6328348645711256,13.465695545178235,0.49672760099300384,0.056044867008452716,0.06369122331937577,1.388161312048981,443,21,0.04740406320541761
cbknn_100,combined,0.7,0.7005420054200542,0.6322483681790215,13.862764107922754,0.4960277214334009,0.05033403903826694,0.06315599046769263,1.398721314629275,517,24,0.04642166344294004
cbknn_100,combined,0.8,0.7994579945799458,0.631516799224919,14.060603514659205,0.49766462732714956,0.052366204564408644,0.06284218875386889,1.4064301234420724,590,27,0.04576271186440678
cbknn_100,combined,0.9,0.8997289972899729,0.6308142402377199,14.28981144667749,0.547711664985833,0.08747265275673133,0.06537047684385368,1.3695317278744197,664,33,0.04969879518072289
cbknn_100,combined,1.0,1.0,0.6298300988716401,14.646295169268845,0.5901599188158309,0.10207126608354938,0.0691354596205723,15.157505363898892,738,41,0.05555555555555555
