esik,uygunsuz,gereksiz_genis,uygunsuz_referans,mutlak_azalma,bagil_azalma,agirlikli_maliyet,referans_maliyet,site,kol,rep
0.2,0.10491803278688525,0.05573770491803279,0.16393442622950818,0.05901639344262294,0.35999999999999993,0.11327868852459017,0.16393442622950818,DRIAMS-C,ham,3
0.05,0.05901639344262295,0.25901639344262295,0.16393442622950818,0.10491803278688523,0.64,0.09786885245901639,0.16393442622950818,DRIAMS-C,ham,4
0.1,0.08852459016393442,0.1377049180327869,0.16393442622950818,0.07540983606557376,0.45999999999999996,0.10918032786885246,0.16393442622950818,DRIAMS-C,ham,4
0.2,0.10819672131147541,0.04590163934426229,0.16393442622950818,0.055737704918032774,0.33999999999999997,0.11508196721311476,0.16393442622950818,DRIAMS-C,ham,4
0.05,0.08823529411764706,0.23202614379084968,0.16666666666666666,0.07843137254901959,0.4705882352941176,0.12303921568627452,0.16666666666666666,DRIAMS-C,ham,5
0.1,0.10457516339869281,0.13725490196078433,0.16666666666666666,0.062091503267973844,0.3725490196078431,0.12516339869281046,0.16666666666666666,DRIAMS-C,ham,5
0.2,0.1111111111111111,0.08823529411764706,0.16666666666666666,0.05555555555555555,0.3333333333333333,0.12434640522875816,0.16666666666666666,DRIAMS-C,ham,5
0.05,0.0784313725490196,0.1830065359477124,0.16666666666666666,0.08823529411764705,0.5294117647058824,0.10588235294117647,0.16666666666666666,DRIAMS-C,ham,6
0.1,0.10784313725490197,0.07516339869281045,0.16666666666666666,0.05882352941176469,0.35294117647058815,0.11911764705882354,0.16666666666666666,DRIAMS-C,ham,6
0.2,0.12418300653594772,0.029411764705882353,0.16666666666666666,0.04248366013071894,0.25490196078431365,0.12859477124183008,0.16666666666666666,DRIAMS-C,ham,6
0.05,0.06885245901639345,0.23278688524590163,0.16393442622950818,0.09508196721311474,0.58,0.10377049180327869,0.16393442622950818,DRIAMS-C,ham,7
0.1,0.09180327868852459,0.12459016393442623,0.16393442622950818,0.0721311475409836,0.44,0.11049180327868852,0.16393442622950818,DRIAMS-C,ham,7
0.2,0.10491803278688525,0.06229508196721312,0.16393442622950818,0.05901639344262294,0.35999999999999993,0.11426229508196721,0.16393442622950818,DRIAMS-C,ham,7
0.05,0.0784313725490196,0.20588235294117646,0.16666666666666666,0.08823529411764705,0.5294117647058824,0.10931372549019608,0.16666666666666666,DRIAMS-C,ham,8
0.1,0.09803921568627451,0.13071895424836602,0.16666666666666666,0.06862745098039215,0.4117647058823529,0.11764705882352941,0.16666666666666666,DRIAMS-C,ham,8
0.2,0.10784313725490197,0.07516339869281045,0.16666666666666666,0.05882352941176469,0.35294117647058815,0.11911764705882354,0.16666666666666666,DRIAMS-C,ham,8
0.05,0.08496732026143791,0.23202614379084968,0.16666666666666666,0.08169934640522875,0.4901960784313725,0.11977124183006536,0.16666666666666666,DRIAMS-C,ham,9
0.1,0.1111111111111111,0.12745098039215685,0.16666666666666666,0.05555555555555555,0.3333333333333333,0.13022875816993462,0.16666666666666666,DRIAMS-C,ham,9
0.2,0.12418300653594772,0.07516339869281045,0.16666666666666666,0.04248366013071894,0.25490196078431365,0.13545751633986927,0.16666666666666666,DRIAMS-C,ham,9
0.05,0.0,0.8360655737704918,0.16393442622950818,0.16393442622950818,1.0,0.12540983606557377,0.16393442622950818,DRIAMS-C,kalibre,0
0.1,0.003278688524590164,0.7245901639344262,0.16393442622950818,0.16065573770491803,0.9800000000000001,0.11196721311475409,0.16393442622950818,DRIAMS-C,kalibre,0
0.2,0.09508196721311475,0.16065573770491803,0.16393442622950818,0.06885245901639343,0.42,0.11918032786885245,0.16393442622950818,DRIAMS-C,kalibre,0
0.05,0.0,0.7836065573770492,0.16393442622950818,0.16393442622950818,1.0,0.11754098360655738,0.16393442622950818,DRIAMS-C,kalibre,1
0.1,0.04262295081967213,0.42295081967213116,0.16393442622950818,0.12131147540983606,0.74,0.1060655737704918,0.16393442622950818,DRIAMS-C,kalibre,1
