rep,yontem,n_unlab,reg,reg_cl,auroc,prauc,egim,dom_once,dom_sonra
7,sinkhorn_l1l2,100,0.05,0.1,0.8423645320197044,0.3608687018913579,0.7887935192391402,0.97748,0.98898
7,sinkhorn_l1l2,100,0.05,1.0,0.7927955665024631,0.2999423245010215,0.787714025405676,0.97748,0.98864
7,sinkhorn_l1l2,100,0.5,0.1,0.8303571428571429,0.34517734223149155,0.8498531783501682,0.97748,0.98996
7,sinkhorn_l1l2,100,0.5,1.0,0.7958743842364532,0.31643995556821813,0.7866738305619245,0.97748,0.9877199999999999
7,svd_none,250,,,0.7182881773399015,0.25578127944786566,0.5637701541581772,0.981296,0.981296
7,sinkhorn,250,0.05,,0.6564039408866995,0.12443552287554853,0.4276244545379611,0.981296,0.95094
7,sinkhorn,250,0.5,,0.5040024630541873,0.059942037857645666,0.03532463255825004,0.981296,0.9999119999999999
7,sinkhorn_l1l2,250,0.05,0.1,0.7561576354679803,0.283178684917049,0.6391418171202164,0.981296,0.994392
7,sinkhorn_l1l2,250,0.05,1.0,0.7032019704433498,0.23311042076200314,0.5606050421628428,0.981296,0.994792
7,sinkhorn_l1l2,250,0.5,0.1,0.7358374384236454,0.26637387490835934,0.5908758184363959,0.981296,0.9947680000000001
7,sinkhorn_l1l2,250,0.5,1.0,0.6825738916256158,0.31775011985403195,0.5572419070139655,0.981296,0.994904
7,svd_none,492,,,0.6955049261083744,0.190732524316963,0.4235063357831051,0.9858861788617886,0.9858861788617886
7,sinkhorn,492,0.05,,0.6006773399014778,0.11712045911826871,0.2735314702317984,0.9858861788617886,0.9619308943089432
7,sinkhorn,492,0.5,,0.5997536945812808,0.09622705865997701,0.30288651039164743,0.9858861788617886,0.9999918699186991
7,sinkhorn_l1l2,492,0.05,0.1,0.8057266009852216,0.3734399105207743,0.7714930098358377,0.9858861788617886,0.9968455284552845
7,sinkhorn_l1l2,492,0.05,1.0,0.750307881773399,0.2866194903141038,0.6513174618808103,0.9858861788617886,0.9971219512195122
7,sinkhorn_l1l2,492,0.5,0.1,0.7946428571428572,0.414676801767487,0.9195672149885329,0.9858861788617886,0.9969878048780487
7,sinkhorn_l1l2,492,0.5,1.0,0.7592364532019704,0.3792643987281986,0.7768219142588535,0.9858861788617886,0.9970325203252033
7,svd_none,492,,,0.7238300492610839,0.2317824754884906,0.4774828320007371,0.9892235772357724,0.9892235772357724
7,sinkhorn,492,0.05,,0.6096059113300493,0.08789964333321426,0.22573310626493437,0.9892235772357724,0.9589654471544715
