mz,E.coli-Cipr,E.coli-Ceft,K.pneum-Ceft,S.aureu-Oxac,P.aerug-Cipr
2648.0,1.60585486575313e-05,0.0,7.856847967952148e-05,0.0030601542865191793,2.9977442161580893e-05
2651.0,6.356773076298681e-06,0.00040731745029179254,2.7693675018731782e-05,0.0019281665148044972,0.0
2654.0,0.00045598106695768744,0.0,0.0009571448863558743,0.0,0.00023229792217791697
2657.0,8.410252923306365e-05,0.0,0.000258834951872001,0.00023556480918441493,0.0003254426163640759
2660.0,0.000275289768982402,4.350439192778805e-05,0.0003294828161009016,3.279240762686442e-05,0.00034546235236883994
2663.0,6.696174193331541e-05,0.0,1.4891644802660727e-06,0.0,7.482438062030088e-05
2666.0,0.00018509062279898852,0.0,2.823934429981078e-05,4.063746514284494e-05,0.00042198338934285224
2669.0,9.164417698752838e-05,0.0,4.4774668763636505e-05,0.0,1.9186554055410372e-05
2672.0,1.3724165039539021e-05,2.5116340794784325e-05,1.3618515062981646e-05,0.0,7.132713539960962e-05
2675.0,0.0005441995198353543,0.0002766838070534452,0.00010269532481490255,0.00028531153322518813,0.00043759258646143545
2678.0,0.00038457821669436986,2.6578595448949986e-05,0.00010858802310789508,0.0,0.00011823055958023894
2681.0,0.0003050254620810444,0.00017647019530828468,2.572241675645279e-05,0.0,0.0
2684.0,4.947142951797967e-05,2.318802813920573e-05,2.474758584467358e-05,0.0,5.399066105277909e-05
2687.0,0.00012016315198278993,0.0,0.0012636316729981217,0.0,0.0001717212415326952
2690.0,6.088040537357382e-06,1.5431601951261933e-05,6.674258086699078e-05,0.0,2.735568036404663e-05
2693.0,0.00020611269977744562,9.412260905786721e-05,0.00015549130796000405,0.001130614127685241,3.464279827066713e-05
2696.0,4.551099801873581e-05,0.0,1.886718121732862e-05,0.0,0.00036085524134208964
2699.0,0.00010849341434077967,2.109264098835997e-05,5.634427320237425e-05,0.0003394003696271303,0.0002926289808752565
2702.0,0.0002419714903194054,0.0,0.0007562477450378864,0.0002784350383286251,9.299143362545499e-06
2705.0,6.470348428675524e-05,0.000127934252060892,6.793658916585249e-05,0.00014151561163475572,0.0006006799068868511
2708.0,2.8570419097344145e-05,0.0002862091888092808,0.0003690801241662923,0.0,0.0011055618861390136
2711.0,0.00017092477479360133,0.00011843250246299502,6.728288672120511e-05,0.0,1.0809507039914337e-05
2714.0,4.058286500769929e-05,0.0001397843927876669,6.867200109357362e-05,0.0,2.8974849998540812e-05
2717.0,7.294218942323053e-05,0.0,0.0007030444366312098,0.0,0.00020816427335438318
2720.0,0.00011009392022073582,0.0,8.985574078093143e-05,6.006760295684584e-05,0.000603624172417807
2723.0,0.00012049598970710982,0.00014932462897191296,6.282849498231053e-05,0.00024122521527054566,0.0009280064188464707
2726.0,0.0009499992477658346,0.0007275216843172191,4.0732837825511296e-05,0.0003336834550567006,0.0015368960165728065
2729.0,0.00022567830152792057,0.00014582795505882953,6.827969365652807e-05,0.0,1.9970363129949877e-05
2732.0,0.0001628563100027994,2.3452890361056575e-05,1.0515637928313049e-05,3.901691499404592e-05,1.5350288335677475e-05
2735.0,0.00015613477799305547,0.0,0.00015520930285300197,0.0,0.00010539676986348295
2738.0,8.464100608735927e-05,0.00019770786353625307,2.4073099828484295e-06,0.0,0.0
2741.0,0.00010804394808455872,0.0,7.385034386797006e-05,3.3642590014212286e-05,6.434563074201317e-05
2744.0,5.4285305410910516e-05,2.5178342965664933e-05,8.085575585807014e-07,0.0,0.0
2747.0,6.440882731709106e-06,0.0,4.099047747659851e-06,0.0018652087293444589,4.635907446907939e-05
2750.0,0.0002502774020624234,0.0002328485996385096,1.1836869240903913e-06,0.009354876173401083,4.892247573831938e-05
2753.0,8.286257870543781e-05,0.0,0.00021533878825813588,0.0026812550529842693,0.0
2756.0,7.263946774549444e-05,5.9225094688585074e-05,0.0006057859073491873,0.0,0.00017911311583261648
2759.0,6.753409546668163e-05,5.598578757530269e-05,0.0003002199207561003,0.006713534259900569,0.0
2762.0,0.00010555053832585601,1.9032771522409412e-05,4.0199658320882493e-05,0.00038196627900560955,1.9481305866527898e-05
2765.0,0.00018032227416075756,0.0007148448793956494,6.387646967359748e-05,0.0,1.1564752108795971e-05
2768.0,0.0005615971006342934,0.001169791010630437,0.00023553214780280493,0.00031069414869400614,0.00011776886211752491
2771.0,0.0007073636430437745,0.00021055167598538798,0.00037121978884826384,0.0002018534589252289,0.0002306427254870251
